Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
greek yogurt ?,off-topic,0.0309214338,0,true,Negative,"",""
lasting refreshment,off-topic,0.1369368747,1,true,Negative,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,2,true,Positive,"",""
packageing,off-topic,0.0,3,true,Positive,"",""
body wash,"body, wash, washes, another",0.1678634869,4,true,Negative,"",""
body wash,"body, wash, washes, another",0.1678634869,5,true,Negative,"",""
"""rich lather rinses clean""",off-topic,0.1567600552,6,true,Negative,"",""
Use.,off-topic,0.0,7,true,Negative,"",""
it lathers,off-topic,0.0,8,true,Negative,"",""
na,na,0.0424821098,9,true,Positive,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,10,true,Positive,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,11,true,Positive,"",""
none,none,0.0714011791,12,true,Positive,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,13,true,Positive,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,14,true,Positive,"",""
"it is a body wash, very common",off-topic,0.1257874424,15,true,Negative,"",""
Nothing,"nothing, comes, mind, dislike",0.2182178902,16,true,Positive,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,17,true,Positive,"",""
none,none,0.0714011791,18,true,Positive,"",""
the scent,off-topic,0.078501872,19,true,Negative,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,20,true,Positive,"",""
love the scent of this product but didn't do the trick for me as far as the moisturizer it claims it provides.,off-topic,0.4090317948,21,true,Mixed,"",""
containing yogert,off-topic,0.0577440819,22,true,Negative,"",""
none,none,0.0714011791,23,true,Positive,"",""
greek yogurt?,off-topic,0.0309214338,24,true,Negative,"",""
n/a,off-topic,0.0,25,true,Positive,"",""
NOTHING,"nothing, comes, mind, dislike",0.2182178902,26,true,Positive,"",""
I don't believe yogurt would help your skin.,off-topic,0.4304650508,27,true,Negative,"",""
everything,off-topic,0.2070811764,28,true,Negative,"",""
its another body wash,"body, wash, washes, another",0.2055899447,29,true,Negative,"",""
It seems creepy,off-topic,0.3071638941,30,true,Negative,"",""
Yogurt  I'd rather eat Yogurt  Then again customers might consume this product too,off-topic,0.4534385215,31,true,Negative,"",""
nothing to dislike,"nothing, comes, mind, dislike",0.3060447213,32,true,Positive,"",""
"It is probably innovative, but sounds very undesirable to wash with.",off-topic,0.2300420851,33,true,Negative,"",""
Nothing,"nothing, comes, mind, dislike",0.2182178902,34,true,Positive,"",""
.mlk,off-topic,-0.0029439622,35,true,Negative,"",""
nothing,"nothing, comes, mind, dislike",0.2182178902,36,true,Positive,"",""
"Loads of hand creams, body lotions, and body washes are available out thtere .","body, wash, washes, another",0.3831918709,37,true,Negative,"",""
I don't know.,off-topic,0.264507498,38,true,Neutral,"",""
