Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
none,off-topic,0.0453549458,0,true,Positive,"",""
price,"high, price, way, expensive",0.0877226893,1,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,2,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,3,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,4,true,Positive,"",""
it could be just hype,off-topic,0.0561813577,5,true,Negative,"",""
nothing - I like it all,"nothing, afford, anything, anyway",0.2902955469,6,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,7,true,Positive,"",""
Costs too much,off-topic,0.09777268,8,true,Negative,"",""
don't know,off-topic,0.1422969857,9,true,Neutral,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,10,true,Positive,"",""
not sure if it works,off-topic,0.0298607466,11,true,Negative,"",""
no different than other products on the market for a lot less money,off-topic,0.2651530123,12,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,13,true,Positive,"",""
?,off-topic,0.0,14,"","","",""
I don't see it as much of an improvement over using sensitive tooth paste.,off-topic,0.1744330638,15,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,16,true,Positive,"",""
strip technology,off-topic,0.0068455547,17,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,18,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,19,true,Positive,"",""
The color,off-topic,0.0017846404,20,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,21,true,Positive,"",""
I have no use for it myself.  As I keep my teeth clean,off-topic,0.2014217849,22,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,23,true,Positive,"",""
unsure,off-topic,0.1178329228,24,true,Neutral,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,25,true,Positive,"",""
I'm not a Crest fan,off-topic,0.0366771729,26,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,27,true,Positive,"",""
all of it,off-topic,0.0,28,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,29,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,30,true,Positive,"",""
not sure,off-topic,0.1551542573,31,true,Neutral,"",""
high price,"high, price, way, expensive",0.124058617,32,true,Negative,"",""
Nothing is great innovation.,off-topic,0.0768846155,33,true,Positive,"",""
Price is terrible....Im sure I could find something that works at a cheaper price.,off-topic,0.3044506222,34,true,Negative,"",""
Nothing,"nothing, afford, anything, anyway",0.1676022122,35,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,36,true,Positive,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,37,true,Positive,"",""
probably the active ingredient about which we have not been told,off-topic,0.1672312229,38,true,Negative,"",""
nothing,"nothing, afford, anything, anyway",0.1676022122,39,true,Positive,"",""
the pr5ice is out of my range,off-topic,0.0016970291,40,true,Negative,"",""
cost,off-topic,0.0608374675,41,true,Negative,"",""
price,"high, price, way, expensive",0.0877226893,42,true,Negative,"",""
